Jahr;Dokumentnr;Name;Partei;Thema;Titel
2021;19/222;Antje Lezius;CDU/CSU;Rentenpolitik;Gesetzliche Rentenversicherung stärken, verlässliche Alterssicherung für alle sicherstellen
2021;19/222;Kai Whittaker;CDU/CSU;Rentenpolitik;Gesetzliche Rentenversicherung stärken, verlässliche Alterssicherung für alle sicherstellen
2021;19/222;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetzliche Rentenversicherung stärken, verlässliche Alterssicherung für alle sicherstellen
2021;19/222;Peter Weiß;CDU/CSU;Rentenpolitik;Gesetzliche Rentenversicherung stärken, verlässliche Alterssicherung für alle sicherstellen
2021;19/236;Bernhard Loos;CDU/CSU;Arbeitsmarktpolitik;Mehr Sicherheit für Beschäftigte im Wandel - Qualifizierungs-Kurzarbeit einführen
2021;19/236;Dr. Carsten Linnemann;CDU/CSU;Arbeitsmarktpolitik;Mehr Sicherheit für Beschäftigte im Wandel - Qualifizierungs-Kurzarbeit einführen
2021;19/236;Pascal Meiser;DIE LINKE;Arbeitsmarktpolitik;Mehr Sicherheit für Beschäftigte im Wandel - Qualifizierungs-Kurzarbeit einführen
2021;19/236;Andreas G. Lämmel;CDU/CSU;Arbeitsmarktpolitik;Mehr Sicherheit für Beschäftigte im Wandel - Qualifizierungs-Kurzarbeit einführen
2021;19/233;Susanne Ferschl;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Änderung des Grundgesetzes - Verankerung des Grundrechts auf menschenwürdige und existenzsichernde Arbeit
2021;19/233;Uwe Schummer;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Änderung des Grundgesetzes - Verankerung des Grundrechts auf menschenwürdige und existenzsichernde Arbeit
2021;19/233;Antje Lezius;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Änderung des Grundgesetzes - Verankerung des Grundrechts auf menschenwürdige und existenzsichernde Arbeit
2021;19/233;Peter Aumer;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Änderung des Grundgesetzes - Verankerung des Grundrechts auf menschenwürdige und existenzsichernde Arbeit
2021;19/233;Peter Weiß;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Änderung des Grundgesetzes - Verankerung des Grundrechts auf menschenwürdige und existenzsichernde Arbeit
2021;20/9;Katja Kipping;DIE LINKE;Arbeitsmarktpolitik;Würde und Teilhabe ernst nehmen - Sanktionsfreie Mindestsicherung statt Bürgergeld
2021;20/9;Kai Whittaker;CDU/CSU;Arbeitsmarktpolitik;Würde und Teilhabe ernst nehmen - Sanktionsfreie Mindestsicherung statt Bürgergeld
2021;20/9;Peter Aumer;CDU/CSU;Arbeitsmarktpolitik;Würde und Teilhabe ernst nehmen - Sanktionsfreie Mindestsicherung statt Bürgergeld
2021;19/232;Dr. Matthias Zimmer;CDU/CSU;Arbeitsmarktpolitik;Lehren aus dem Sechsten Armuts-und Reichtumsbericht ziehen
2021;19/232;Katja Kipping;DIE LINKE;Arbeitsmarktpolitik;Lehren aus dem Sechsten Armuts-und Reichtumsbericht ziehen
2021;19/232;Max Straubinger;CDU/CSU;Arbeitsmarktpolitik;Lehren aus dem Sechsten Armuts-und Reichtumsbericht ziehen
2021;19/232;Dr. Matthias Zimmer;CDU/CSU;Arbeitsmarktpolitik;Ein Zukunftsprogramm gegen Armut - Armut bekämpfen, Teilhabe garantieren, Chancen und Zusammenhalt stärken
2021;19/232;Katja Kipping;DIE LINKE;Arbeitsmarktpolitik;Ein Zukunftsprogramm gegen Armut - Armut bekämpfen, Teilhabe garantieren, Chancen und Zusammenhalt stärken
2021;19/232;Max Straubinger;CDU/CSU;Arbeitsmarktpolitik;Ein Zukunftsprogramm gegen Armut - Armut bekämpfen, Teilhabe garantieren, Chancen und Zusammenhalt stärken
2022;20/17;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Europäische Asyl-und Migrationspolitik voranbringen - Aber nicht einseitig zulasten Deutschlands erkaufen
2022;20/17;Dr. Silke Launert;CDU/CSU;Flüchtlingspolitik;Europäische Asyl-und Migrationspolitik voranbringen - Aber nicht einseitig zulasten Deutschlands erkaufen
2022;20/17;Josef Oster;CDU/CSU;Flüchtlingspolitik;Europäische Asyl-und Migrationspolitik voranbringen - Aber nicht einseitig zulasten Deutschlands erkaufen
2022;20/17;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Europäische Asyl-und Migrationspolitik voranbringen - Aber nicht einseitig zulasten Deutschlands erkaufen
2022;20/36;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Masterplan Hilfe, Sicherheit und Integration für ukrainische Frauen, Kinder und Jugendliche
2022;20/36;Nicole Gohlke;DIE LINKE;Flüchtlingspolitik;Zügig pragmatische Lösungen schaffen – Beschulung ukrainischer Flüchtlingskinder bestmöglich sicherstellen
2022;20/36;Silvia Breher;CDU/CSU;Flüchtlingspolitik;Masterplan Hilfe, Sicherheit und Integration für ukrainische Frauen, Kinder und Jugendliche
2022;20/36;Ralph Edelhäußer;CDU/CSU;Flüchtlingspolitik;Masterplan Hilfe, Sicherheit und Integration für ukrainische Frauen, Kinder und Jugendliche
2022;20/36;Lars Rohwer;CDU/CSU;Flüchtlingspolitik;Masterplan Hilfe, Sicherheit und Integration für ukrainische Frauen, Kinder und Jugendliche
2022;20/36;Daniela Ludwig;CDU/CSU;Flüchtlingspolitik;Zügig pragmatische Lösungen schaffen – Beschulung ukrainischer Flüchtlingskinder bestmöglich sicherstellen
2022;20/36;Norbert Maria Altenkamp;CDU/CSU;Flüchtlingspolitik;Zügig pragmatische Lösungen schaffen – Beschulung ukrainischer Flüchtlingskinder bestmöglich sicherstellen
2022;20/59;Gökay Akbulut;DIE LINKE;Flüchtlingspolitik;Eine zukunftsfähige Asylpolitik nach dem Vorbild Dänemarks ermöglichen - Opt-Out aus dem Gemeinsamen Europäischen Asylsystem
2022;20/59;Dr. Silke Launert;CDU/CSU;Flüchtlingspolitik;Eine zukunftsfähige Asylpolitik nach dem Vorbild Dänemarks ermöglichen - Opt-Out aus dem Gemeinsamen Europäischen Asylsystem
2022;20/59;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Eine zukunftsfähige Asylpolitik nach dem Vorbild Dänemarks ermöglichen - Opt-Out aus dem Gemeinsamen Europäischen Asylsystem
2022;20/74;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Beschleunigung der Asylgerichtsverfahren und Asylverfahren
2022;20/74;Andrea Lindholz;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Beschleunigung der Asylgerichtsverfahren und Asylverfahren
2022;20/74;Dr. Silke Launert;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Beschleunigung der Asylgerichtsverfahren und Asylverfahren
2022;20/74;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Beschleunigung der Asylgerichtsverfahren und Asylverfahren
2022;20/74;Alexander Throm;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Beschleunigung der Asylgerichtsverfahren und Asylverfahren
2022;20/63;Jana Schimke;CDU/CSU;Rentenpolitik;Gesetz zur Sicherung der Zahlungsfähigkeit der gesetzlichen Rentenversicherung (RV-Mindestrücklagengesetz)
2022;20/63;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz zur Sicherung der Zahlungsfähigkeit der gesetzlichen Rentenversicherung (RV-Mindestrücklagengesetz)
2022;20/63;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetz zur Sicherung der Zahlungsfähigkeit der gesetzlichen Rentenversicherung (RV-Mindestrücklagengesetz)
2022;20/63;Sören Pellmann;DIE LINKE;Rentenpolitik;Umsetzung des Fonds zur Abmilderung von Härtefällen in der Ost-West-Rentenüberleitung für Spätaussiedler und jüdische Zuwanderer garantieren
2022;20/63;Dr. Silke Launert;CDU/CSU;Rentenpolitik;Umsetzung des Fonds zur Abmilderung von Härtefällen in der Ost-West-Rentenüberleitung für Spätaussiedler und jüdische Zuwanderer garantieren
2022;20/63;Dr. Ottilie Klein;CDU/CSU;Rentenpolitik;Umsetzung des Fonds zur Abmilderung von Härtefällen in der Ost-West-Rentenüberleitung für Spätaussiedler und jüdische Zuwanderer garantieren
2022;20/63;Mareike Lotte Wulf;CDU/CSU;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/63;Dr. Stefan Nacke;CDU/CSU;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/63;Dr. Ottilie Klein;CDU/CSU;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/63;Susanne Ferschl;DIE LINKE;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/63;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/60;Dr. Stefan Nacke;CDU/CSU;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/60;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/60;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/42;Kai Whittaker;CDU/CSU;Rentenpolitik;Gesetz zur Rentenanpassung 2022 und zur Verbesserung von Leistungen für den Erwerbsminderungsrentenbestand (Rentenanpassungs-und Erwerbsminderungsrenten-Bestandsverbesserungsgesetz)
2022;20/42;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetz zur Rentenanpassung 2022 und zur Verbesserung von Leistungen für den Erwerbsminderungsrentenbestand (Rentenanpassungs-und Erwerbsminderungsrenten-Bestandsverbesserungsgesetz)
2022;20/42;Dr. Stefan Nacke;CDU/CSU;Rentenpolitik;Gesetz zur Rentenanpassung 2022 und zur Verbesserung von Leistungen für den Erwerbsminderungsrentenbestand (Rentenanpassungs-und Erwerbsminderungsrenten-Bestandsverbesserungsgesetz)
2022;20/76;Nicole Gohlke;DIE LINKE;Arbeitsmarktpolitik;Gute Wissenschaft braucht gute Arbeitsbedingungen - Kettenbefristungen beenden
2022;20/76;Lars Rohwer;CDU/CSU;Arbeitsmarktpolitik;Gute Wissenschaft braucht gute Arbeitsbedingungen - Kettenbefristungen beenden
2022;20/76;Monika Grütters;CDU/CSU;Arbeitsmarktpolitik;Gute Wissenschaft braucht gute Arbeitsbedingungen - Kettenbefristungen beenden
2022;20/76;Katrin Staffler;CDU/CSU;Arbeitsmarktpolitik;Gute Wissenschaft braucht gute Arbeitsbedingungen - Kettenbefristungen beenden
2022;20/57;Dr. Martin Plum;CDU/CSU;Arbeitsmarktpolitik;Gesetz für einen besseren Schutz hinweisgebender Personen sowie zur Umsetzung der Richtlinie zum Schutz von Personen, die Verstöße gegen das Unionsrecht melden
2022;20/57;Susanne Hierl;CDU/CSU;Arbeitsmarktpolitik;Gesetz für einen besseren Schutz hinweisgebender Personen sowie zur Umsetzung der Richtlinie zum Schutz von Personen, die Verstöße gegen das Unionsrecht melden
2022;20/57;Clara Bünger;DIE LINKE;Arbeitsmarktpolitik;Gesetz für einen besseren Schutz hinweisgebender Personen sowie zur Umsetzung der Richtlinie zum Schutz von Personen, die Verstöße gegen das Unionsrecht melden
2022;20/60;Max Straubinger;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/60;Matthias W. Birkwald;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/60;Dr. Stefan Nacke;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Zahlung einer Energiepreispauschale an Renten-und Versorgungsbeziehende und zur Erweiterung des Übergangsbereichs
2022;20/61;Friedrich Merz;CDU/CSU;Arbeitsmarktpolitik;32 Jahre Deutsche Einheit - Schutzschirm gegen Inflation und Armut spannen, Lohn-und Renteneinheit herstellen
2022;20/61;Dr. Dietmar Bartsch;DIE LINKE;Arbeitsmarktpolitik;32 Jahre Deutsche Einheit - Schutzschirm gegen Inflation und Armut spannen, Lohn-und Renteneinheit herstellen
2022;20/61;Jana Schimke;CDU/CSU;Arbeitsmarktpolitik;32 Jahre Deutsche Einheit - Schutzschirm gegen Inflation und Armut spannen, Lohn-und Renteneinheit herstellen
2022;20/61;Dieter Stier;CDU/CSU;Arbeitsmarktpolitik;32 Jahre Deutsche Einheit - Schutzschirm gegen Inflation und Armut spannen, Lohn-und Renteneinheit herstellen
2022;20/34;Ates Gürpinar;DIE LINKE;Arbeitsmarktpolitik;Koalitionsvertrag umsetzen - Pflegepersonalregelung 2.0 einführen
2022;20/34;Diana Stöcker;CDU/CSU;Arbeitsmarktpolitik;Koalitionsvertrag umsetzen - Pflegepersonalregelung 2.0 einführen
2023;20/122;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Massenintegration stoppen - Grenzen sofort schützen
2023;20/122;Philipp Amthor;CDU/CSU;Flüchtlingspolitik;Massenintegration stoppen - Grenzen sofort schützen
2023;20/122;Alexander Hoffmann;CDU/CSU;Flüchtlingspolitik;Massenintegration stoppen - Grenzen sofort schützen
2023;20/122;Mechthilde Wittmann;CDU/CSU;Flüchtlingspolitik;Massenintegration stoppen - Grenzen sofort schützen
2023;20/123;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Deutschland-Pakt in der Migrationspolitik - Irreguläre Migration stoppen
2023;20/123;Josef Oster;CDU/CSU;Flüchtlingspolitik;Deutschland-Pakt in der Migrationspolitik - Irreguläre Migration stoppen
2023;20/123;Alexander Throm;CDU/CSU;Flüchtlingspolitik;Deutschland-Pakt in der Migrationspolitik - Irreguläre Migration stoppen
2023;20/123;Alexander Dobrindt;CDU/CSU;Flüchtlingspolitik;Deutschland-Pakt in der Migrationspolitik - Irreguläre Migration stoppen
2023;20/125;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Schweigen des Bundeskanzlers zum Deutschlandpakt zum Stopp der irregulären Migration
2023;20/125;Philipp Amthor;CDU/CSU;Flüchtlingspolitik;Schweigen des Bundeskanzlers zum Deutschlandpakt zum Stopp der irregulären Migration
2023;20/125;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Schweigen des Bundeskanzlers zum Deutschlandpakt zum Stopp der irregulären Migration
2023;20/125;Alexander Dobrindt;CDU/CSU;Flüchtlingspolitik;Schweigen des Bundeskanzlers zum Deutschlandpakt zum Stopp der irregulären Migration
2023;20/133;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Jetzt entschiedene Maßnahmen zur Begrenzung der irregulären Migration treffen
2023;20/133;Alexander Hoffmann;CDU/CSU;Flüchtlingspolitik;Jetzt entschiedene Maßnahmen zur Begrenzung der irregulären Migration treffen
2023;20/133;Alexander Throm;CDU/CSU;Flüchtlingspolitik;Jetzt entschiedene Maßnahmen zur Begrenzung der irregulären Migration treffen
2023;20/133;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Jetzt entschiedene Maßnahmen zur Begrenzung der irregulären Migration treffen
2023;20/91;Clara Bünger;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Behebung von Fehlanreizen im Asylverfahren und zur klaren Trennung von Asyl-und Erwerbsmigration
2023;20/91;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Behebung von Fehlanreizen im Asylverfahren und zur klaren Trennung von Asyl-und Erwerbsmigration
2023;20/91;Alexander Hoffmann;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Behebung von Fehlanreizen im Asylverfahren und zur klaren Trennung von Asyl-und Erwerbsmigration
2023;20/91;Philipp Amthor;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Behebung von Fehlanreizen im Asylverfahren und zur klaren Trennung von Asyl-und Erwerbsmigration
2023;20/138;Dr. Stefan Nacke;CDU/CSU;Rentenpolitik;Gesetzliche Rente stärken - Beitragseinnahmen der gesetzlichen Rentenversicherung jetzt erhöhen, statt auf Aktienrente zu setzen
2023;20/138;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetzliche Rente stärken - Beitragseinnahmen der gesetzlichen Rentenversicherung jetzt erhöhen, statt auf Aktienrente zu setzen
2023;20/138;Kai Whittaker;CDU/CSU;Rentenpolitik;Gesetzliche Rente stärken - Beitragseinnahmen der gesetzlichen Rentenversicherung jetzt erhöhen, statt auf Aktienrente zu setzen
2023;20/138;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetzliche Rente stärken - Beitragseinnahmen der gesetzlichen Rentenversicherung jetzt erhöhen, statt auf Aktienrente zu setzen
2023;20/115;Sören Pellmann;DIE LINKE;Rentenpolitik;Eine Milliarde Euro für den Härtefallfonds jetzt bereitstellen und Zugang zu Entschädigungen erleichtern
2023;20/115;Christoph de Vries;CDU/CSU;Rentenpolitik;Eine Milliarde Euro für den Härtefallfonds jetzt bereitstellen und Zugang zu Entschädigungen erleichtern
2023;20/115;Dr. Ottilie Klein;CDU/CSU;Rentenpolitik;Eine Milliarde Euro für den Härtefallfonds jetzt bereitstellen und Zugang zu Entschädigungen erleichtern
2023;20/111;Dr. Ottilie Klein;CDU/CSU;Rentenpolitik;Rentenanpassung Ost/West erfolgt früher als geplant - Wichtiger Baustein für eine tragfähige Rentenpolitik
2023;20/111;Jana Schimke;CDU/CSU;Rentenpolitik;Rentenanpassung Ost/West erfolgt früher als geplant - Wichtiger Baustein für eine tragfähige Rentenpolitik
2023;20/111;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Rentenanpassung Ost/West erfolgt früher als geplant - Wichtiger Baustein für eine tragfähige Rentenpolitik
2023;20/111;Max Straubinger;CDU/CSU;Rentenpolitik;Rentenanpassung Ost/West erfolgt früher als geplant - Wichtiger Baustein für eine tragfähige Rentenpolitik
2023;20/80;Dr. Stefan Nacke;CDU/CSU;Rentenpolitik;Gerechtigkeitsfonds statt Härtefallfonds - Eine Lösung für alle statt Almosen für wenige
2023;20/80;Dr. Ottilie Klein;CDU/CSU;Rentenpolitik;Gerechtigkeitsfonds statt Härtefallfonds - Eine Lösung für alle statt Almosen für wenige
2023;20/80;Sören Pellmann;DIE LINKE;Rentenpolitik;Gerechtigkeitsfonds statt Härtefallfonds - Eine Lösung für alle statt Almosen für wenige
2023;20/106;Dr. Ottilie Klein;CDU/CSU;Arbeitsmarktpolitik;Aktionsplan zur Stärkung der Tarifbindung - Für gute Arbeitsbedingungen und höhere Löhne
2023;20/106;Peter Aumer;CDU/CSU;Arbeitsmarktpolitik;Aktionsplan zur Stärkung der Tarifbindung - Für gute Arbeitsbedingungen und höhere Löhne
2023;20/106;Maximilian Mörseburg;CDU/CSU;Arbeitsmarktpolitik;Aktionsplan zur Stärkung der Tarifbindung - Für gute Arbeitsbedingungen und höhere Löhne
2023;20/106;Pascal Meiser;DIE LINKE;Arbeitsmarktpolitik;Aktionsplan zur Stärkung der Tarifbindung - Für gute Arbeitsbedingungen und höhere Löhne
2023;20/60;Jessica Tatti;DIE LINKE;Arbeitsmarktpolitik;Sozialen Arbeitsmarkt ausbauen - 150.000 Langzeitarbeitslose in Erwerbsarbeit bringen
2023;20/60;Stephan Stracke;CDU/CSU;Arbeitsmarktpolitik;Sozialen Arbeitsmarkt ausbauen - 150.000 Langzeitarbeitslose in Erwerbsarbeit bringen
2023;20/60;Kai Whittaker;CDU/CSU;Arbeitsmarktpolitik;Sozialen Arbeitsmarkt ausbauen - 150.000 Langzeitarbeitslose in Erwerbsarbeit bringen
2023;20/60;Dr. Markus Reichel;CDU/CSU;Arbeitsmarktpolitik;Sozialen Arbeitsmarkt ausbauen - 150.000 Langzeitarbeitslose in Erwerbsarbeit bringen
2023;20/60;Jana Schimke;CDU/CSU;Arbeitsmarktpolitik;Sozialen Arbeitsmarkt ausbauen - 150.000 Langzeitarbeitslose in Erwerbsarbeit bringen
2023;20/97;Sören Pellmann;DIE LINKE;Arbeitsmarktpolitik;Gesetzes zur Förderung eines inklusiven Arbeitsmarkts
2023;20/97;Willfried Oellers;CDU/CSU;Arbeitsmarktpolitik;Gesetzes zur Förderung eines inklusiven Arbeitsmarkts
2023;20/97;Hubert Hüppe;CDU/CSU;Arbeitsmarktpolitik;Gesetzes zur Förderung eines inklusiven Arbeitsmarkts
2023;20/97;Dr. Stefan Nacke;CDU/CSU;Arbeitsmarktpolitik;Gesetzes zur Förderung eines inklusiven Arbeitsmarkts
2023;20/80;Susanne Ferschl;DIE LINKE;Arbeitsmarktpolitik;Technisierung statt Zuwanderung - Für einen Arbeitsmarkt der Zukunft
2023;20/80;Marc Biadacz;CDU/CSU;Arbeitsmarktpolitik;Technisierung statt Zuwanderung - Für einen Arbeitsmarkt der Zukunft
2023;20/80;Dr. Markus Reichel;CDU/CSU;Arbeitsmarktpolitik;Technisierung statt Zuwanderung - Für einen Arbeitsmarkt der Zukunft
2023;20/80;Dr. Ottilie Klein;CDU/CSU;Arbeitsmarktpolitik;Technisierung statt Zuwanderung - Für einen Arbeitsmarkt der Zukunft
2023;20/80;Alaxander Hoffmann;CDU/CSU;Arbeitsmarktpolitik;Technisierung statt Zuwanderung - Für einen Arbeitsmarkt der Zukunft
2023;20/88;Sören Pellmann;DIE LINKE;Arbeitsmarktpolitik;Gesetzes zur Förderung eines inklusiven Arbeitsmarkts
2023;20/88;Willfried Oellers;CDU/CSU;Arbeitsmarktpolitik;Gesetzes zur Förderung eines inklusiven Arbeitsmarkts
2023;20/88;Dr. Stefan Nacke;CDU/CSU;Arbeitsmarktpolitik;Gesetzes zur Förderung eines inklusiven Arbeitsmarkts
2011;17/145;Sabine Leidig;DIE LINKE;Steuerpolitik;Standort Deutschland sichern - Stuttgart 21 zügig umsetzen und geplante Mehrbelastung für den Mittelstand durch grüne Steuerpolitik verhindern
2011;17/145;Steffen Bilger;CDU/CSU;Steuerpolitik;Standort Deutschland sichern - Stuttgart 21 zügig umsetzen und geplante Mehrbelastung für den Mittelstand durch grüne Steuerpolitik verhindern
2011;17/145;Joachim Pfeiffer;CDU/CSU;Steuerpolitik;Standort Deutschland sichern - Stuttgart 21 zügig umsetzen und geplante Mehrbelastung für den Mittelstand durch grüne Steuerpolitik verhindern
2011;17/145;Ulrich Lang;CDU/CSU;Steuerpolitik;Standort Deutschland sichern - Stuttgart 21 zügig umsetzen und geplante Mehrbelastung für den Mittelstand durch grüne Steuerpolitik verhindern
2011;17/145;Stefan Kaufmann;CDU/CSU;Steuerpolitik;Standort Deutschland sichern - Stuttgart 21 zügig umsetzen und geplante Mehrbelastung für den Mittelstand durch grüne Steuerpolitik verhindern
2011;17/145;Thomas Strobl;CDU/CSU;Steuerpolitik;Standort Deutschland sichern - Stuttgart 21 zügig umsetzen und geplante Mehrbelastung für den Mittelstand durch grüne Steuerpolitik verhindern
2011;17/148;Richard Pitterle;DIE LINKE;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung
2011;17/148;Barbara Höll;DIE LINKE;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung
2011;17/148;Mathias Middelberg;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung
2011;17/148;Norbert Schindler;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung
2011;17/148;Frank Steffel;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung
2011;17/148;Hans Michelbach;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung
2011;17/140;Barbara Höll;DIE LINKE;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen
2011;17/140;Olav Gutting;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen
2011;17/140;Christian Freiherr von Stetten;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen
2011;17/140;Hans Michelbach;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen
2011;17/140;Mathias Middelberg;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen
2012;17/184;Gesine Lötzsch;DIE LINKE;Steuerpolitik;Gesetz über die Feststellung eines Nachtrags zum Bundeshaushaltsplan für das Haushaltsjahr 2012 (Nachtragshaushaltsgesetz 2012)
2012;17/184;Bartholomäus Kalb;CDU/CSU;Steuerpolitik;Gesetz über die Feststellung eines Nachtrags zum Bundeshaushaltsplan für das Haushaltsjahr 2012 (Nachtragshaushaltsgesetz 2012)
2012;17/184;Stefanie Vogelsan;CDU/CSU;Steuerpolitik;Gesetz über die Feststellung eines Nachtrags zum Bundeshaushaltsplan für das Haushaltsjahr 2012 (Nachtragshaushaltsgesetz 2012)
2013;17/222;Johanna Voß;DIE LINKE;Steuerpolitik;Umstrittene Weichenstellungen - rot-grüne Politik in den Bundesländern
2013;17/222;Dirk Fischer;CDU/CSU;Steuerpolitik;Umstrittene Weichenstellungen - rot-grüne Politik in den Bundesländern
2013;17/222;Albert Rupprecht;CDU/CSU;Steuerpolitik;Umstrittene Weichenstellungen - rot-grüne Politik in den Bundesländern
2013;17/222;Andreas Mattfeldt;CDU/CSU;Steuerpolitik;Umstrittene Weichenstellungen - rot-grüne Politik in den Bundesländern
2013;17/222;Frank Steffel;CDU/CSU;Steuerpolitik;Umstrittene Weichenstellungen - rot-grüne Politik in den Bundesländern
2013;17/217;Herbert Behrens;DIE LINKE;Steuerpolitik;Steuerbeschlüsse der SPD sowie Steuererhöhungspläne des SPD-Kanzlerkandidaten und ihre Auswirkungen auf Wachstum und Beschäftigung
2013;17/217;Barbara Höll;DIE LINKE;Steuerpolitik;Steuerbeschlüsse der SPD sowie Steuererhöhungspläne des SPD-Kanzlerkandidaten und ihre Auswirkungen auf Wachstum und Beschäftigung
2013;17/217;Norbert Schindler;CDU/CSU;Steuerpolitik;Steuerbeschlüsse der SPD sowie Steuererhöhungspläne des SPD-Kanzlerkandidaten und ihre Auswirkungen auf Wachstum und Beschäftigung
2013;17/217;Franz Obermeier;CDU/CSU;Steuerpolitik;Steuerbeschlüsse der SPD sowie Steuererhöhungspläne des SPD-Kanzlerkandidaten und ihre Auswirkungen auf Wachstum und Beschäftigung
2013;17/217;Christian Freiherr von Stetten;CDU/CSU;Steuerpolitik;Steuerbeschlüsse der SPD sowie Steuererhöhungspläne des SPD-Kanzlerkandidaten und ihre Auswirkungen auf Wachstum und Beschäftigung
2013;17/217;Olav Gutting;CDU/CSU;Steuerpolitik;Steuerbeschlüsse der SPD sowie Steuererhöhungspläne des SPD-Kanzlerkandidaten und ihre Auswirkungen auf Wachstum und Beschäftigung
2013;17/217;Hans Michelbach;CDU/CSU;Steuerpolitik;Steuerbeschlüsse der SPD sowie Steuererhöhungspläne des SPD-Kanzlerkandidaten und ihre Auswirkungen auf Wachstum und Beschäftigung
2013;17/217;Antje Tillmann;CDU/CSU;Steuerpolitik;Vereinbarte Debatte zu steuerpolitischen Beschlüssen
